movie_id,title,genre,rating,budget_million,gross_million,director,lead_actor,release_year
1478,Movie 1478,Horror,7.2,150,80,Cameron,Actor E,2018
,Movie 1479,Action,6.3,,300,Tarantino,Actor E,2015
1480,Movie 1480,Fantasy,5.8,60,150,Spielberg,Actor D,2015
1481,Movie 1481,Horror,7.3,,600,Rajamouli,Actor A,2019
1482,Movie 1482,Fantasy,,150,,Cameron,,2019
1483,Movie 1483,Action,4.2,,80,,Actor D,2019
1484,Movie 1484,Action,5.1,,20,Scorsese,Actor A,
1485,Movie 1485,Comedy,5.4,10,600,Nolan,,2017
1486,Movie 1486,Romance,8.4,30,150,Spielberg,Actor D,2021
1487,Movie 1487,Romance,5.3,60,20,Scorsese,Actor C,2016
1488,Movie 1488,Action,6.5,,80,Scorsese,Actor A,2020
1489,Movie 1489,Drama,5.6,,600,Spielberg,,2020
1490,Movie 1490,Comedy,5.4,100,150,Nolan,,2022
1491,Movie 1491,Thriller,8.8,100,300,Scorsese,Actor A,2015
1492,Movie 1492,Romance,5.8,30,600,Cameron,Actor C,2022
1493,Movie 1493,Action,4.8,60,80,Rajamouli,Actor C,2018
1494,Movie 1494,Sci-Fi,8.5,30,300,Nolan,Actor D,2018
1495,Movie 1495,Sci-Fi,9,60,,,Actor D,2016
,Movie 1496,Thriller,7.6,150,20,Tarantino,Actor B,2016
1497,Movie 1497,Action,5.6,60,,Cameron,,2018
1498,Movie 1498,Fantasy,8.9,10,150,Scorsese,,
1499,Movie 1499,Thriller,6.6,60,80,Nolan,,2019
1500,Movie 1499,Romance,5.6,100,300,Spielberg,,2017
1501,Movie 1501,Action,,,150,Tarantino,Actor A,2015
1502,Movie 1502,Horror,6.4,,80,Rajamouli,Actor C,2019
1503,Movie 1503,Romance,3.9,,,,Actor A,
1504,Movie 1504,Romance,6.3,,80,Scorsese,Actor E,2020
1505,Movie 1505,Action,3.8,60,80,Rajamouli,Actor D,2021
1506,Movie 1506,Romance,3.5,60,150,Nolan,Actor E,
1507,Movie 1507,Fantasy,9.3,100,20,Cameron,,2015
1508,Movie 1508,Horror,3.7,,600,Tarantino,Actor E,2019
1509,Movie 1509,Fantasy,9.3,10,,,Actor D,2021
1510,Movie 1510,Fantasy,6.1,10,600,Rajamouli,,2019
1511,Movie 1511,Sci-Fi,6.3,10,80,Cameron,Actor C,2019
1512,Movie 1512,Drama,4.8,60,80,Scorsese,Actor D,2017
,Movie 1513,Romance,3.6,30,300,Scorsese,Actor B,2017
1514,Movie 1514,Thriller,5.9,150,,Scorsese,Actor B,2016
1515,Movie 1515,Thriller,4.2,10,20,Spielberg,Actor A,2021
1516,Movie 1516,Sci-Fi,6.7,,20,Nolan,,2019
1517,Movie 1517,Horror,8.4,100,150,Scorsese,Actor E,2019
1518,Movie 1518,Sci-Fi,7.2,150,,Tarantino,Actor E,2018
1519,Movie 1519,Sci-Fi,7.8,60,80,Nolan,Actor A,2015
1520,Movie 1520,Horror,,60,80,Nolan,Actor A,2018
1521,Movie 1521,Horror,9.1,,150,Spielberg,Actor E,2018
1522,Movie 1522,Action,6.5,,600,Rajamouli,Actor D,
1523,Movie 1523,Horror,9.2,100,,Scorsese,Actor C,2020
1524,Movie 1524,Drama,5.9,60,300,Spielberg,Actor A,2017
1525,Movie 1524,Action,5.6,100,300,Nolan,Actor A,2022
1526,Movie 1526,Thriller,3.8,150,600,Spielberg,Actor B,2020
1527,Movie 1527,Thriller,5.8,60,80,Cameron,Actor C,
1528,Movie 1528,Sci-Fi,9,10,150,Spielberg,Actor B,2021
1529,Movie 1529,Comedy,7,30,300,Cameron,Actor A,2015
,Movie 1530,Thriller,8.7,150,20,Nolan,Actor C,2021
1531,Movie 1531,Drama,4.8,150,300,Spielberg,Actor B,2018
1532,Movie 1532,Drama,8.6,150,,Scorsese,Actor D,
1533,Movie 1533,Drama,6.8,30,80,Nolan,Actor B,2015
1534,Movie 1534,Thriller,5.5,10,150,Spielberg,Actor B,2021
1535,Movie 1535,Action,7.1,100,600,Cameron,Actor E,2018
1536,Movie 1536,Fantasy,5.8,150,80,,Actor D,
1537,Movie 1537,Thriller,5,,20,Cameron,Actor D,2021
1538,Movie 1538,Sci-Fi,8.8,100,,Spielberg,Actor E,2022
1539,Movie 1539,Sci-Fi,,100,,Spielberg,Actor A,2015
1540,Movie 1540,Horror,3.7,10,80,Cameron,Actor D,2016
1541,Movie 1541,Romance,7.4,,80,Rajamouli,Actor E,2016
1542,Movie 1542,Drama,4.3,,600,Rajamouli,Actor C,2019
1543,Movie 1543,Comedy,8.3,60,20,Scorsese,,2021
1544,Movie 1544,Comedy,7.3,30,150,Tarantino,Actor C,
1545,Movie 1545,Romance,7.9,10,300,Cameron,Actor C,2015
1546,Movie 1546,Sci-Fi,7.8,,150,Spielberg,,2020
,Movie 1547,Thriller,8.4,30,150,Nolan,Actor C,
1548,Movie 1548,Comedy,6.5,30,20,Nolan,Actor E,2022
1549,Movie 1549,Thriller,5.4,,600,Scorsese,,2020
1550,Movie 1549,Sci-Fi,4.5,60,600,Spielberg,Actor E,2022
1551,Movie 1551,Action,4,30,600,Cameron,Actor C,
1552,Movie 1552,Thriller,5.5,30,,Rajamouli,Actor E,2022
1553,Movie 1553,Action,6.1,,20,Scorsese,Actor C,2020
1554,Movie 1554,Romance,6.6,100,80,Scorsese,Actor C,2017
1555,Movie 1555,Action,6.6,10,600,Nolan,Actor B,
1556,Movie 1556,Thriller,5.8,100,,Nolan,,2020
1557,Movie 1557,Drama,9.1,100,150,Cameron,,2018
1558,Movie 1558,Romance,,150,600,Nolan,Actor C,2020
1559,Movie 1559,Action,9.2,10,,Spielberg,Actor E,2022
1560,Movie 1560,Action,5.4,150,150,Tarantino,Actor A,2022
1561,Movie 1561,Drama,6,10,,Tarantino,Actor D,2022
1562,Movie 1562,Fantasy,7.8,150,20,Scorsese,Actor D,2016
1563,Movie 1563,Sci-Fi,8.5,,600,,Actor D,2018
,Movie 1564,Fantasy,8.4,,600,Cameron,Actor A,
1565,Movie 1565,Fantasy,9.4,150,80,Spielberg,Actor A,2020
1566,Movie 1566,Comedy,7.4,150,,Cameron,Actor D,2017
1567,Movie 1567,Comedy,4.9,100,20,Nolan,,2019
1568,Movie 1568,Fantasy,8.2,30,150,Scorsese,,2018
1569,Movie 1569,Romance,7.8,60,80,Tarantino,Actor C,2020
1570,Movie 1570,Action,8.2,60,600,Scorsese,Actor D,2019
1571,Movie 1571,Comedy,8.6,,300,Rajamouli,Actor A,2020
1572,Movie 1572,Comedy,7.1,150,80,Scorsese,,2022
1573,Movie 1573,Action,5,100,300,Cameron,Actor E,2017
1574,Movie 1574,Sci-Fi,4.8,60,600,,Actor B,2018
1575,Movie 1574,Comedy,5.3,100,150,Spielberg,Actor E,2021
1576,Movie 1576,Drama,7.1,100,300,,Actor C,2018
1577,Movie 1577,Romance,,10,80,Spielberg,Actor D,2020
1578,Movie 1578,Action,6.6,30,,Rajamouli,Actor E,2017
1579,Movie 1579,Action,6.4,100,,Rajamouli,Actor A,
1580,Movie 1580,Fantasy,7.5,60,300,,Actor A,2019
,Movie 1581,Horror,5.5,,20,Nolan,Actor D,2021
1582,Movie 1582,Thriller,5.2,150,300,Spielberg,Actor B,2021
1583,Movie 1583,Action,6,60,20,Rajamouli,,
1584,Movie 1584,Drama,4.6,60,80,Cameron,Actor D,2021
1585,Movie 1585,Sci-Fi,8.6,100,80,,Actor D,
1586,Movie 1586,Fantasy,4.7,150,600,Scorsese,Actor E,2016
1587,Movie 1587,Comedy,8.4,30,80,,Actor B,2016
1588,Movie 1588,Sci-Fi,8.9,10,80,,Actor E,2017
1589,Movie 1589,Action,7.3,150,300,Nolan,Actor B,2022
1590,Movie 1590,Romance,6.4,60,150,Scorsese,Actor C,2019
1591,Movie 1591,Romance,5.7,10,80,Rajamouli,Actor D,2021
1592,Movie 1592,Horror,8.4,60,300,,Actor D,2021
1593,Movie 1593,Romance,4.6,60,150,Spielberg,Actor C,2018
1594,Movie 1594,Fantasy,8.4,60,,Cameron,Actor A,2022
1595,Movie 1595,Horror,5.9,60,,,Actor B,2020
1596,Movie 1596,Fantasy,,100,150,,Actor C,2021
1597,Movie 1597,Action,8.5,30,150,Spielberg,Actor E,2018
,Movie 1598,Thriller,6.6,10,300,Scorsese,Actor A,2019
1599,Movie 1599,Horror,9.2,60,80,Spielberg,,2015
1600,Movie 1599,Romance,6.8,60,150,Scorsese,Actor A,2021
1601,Movie 1601,Romance,6.3,10,150,,Actor A,2021
1602,Movie 1602,Romance,4.9,30,80,Nolan,Actor E,2018
1603,Movie 1603,Comedy,9.5,100,600,Cameron,Actor D,2017
1604,Movie 1604,Romance,9.1,100,20,Tarantino,Actor E,2019
1605,Movie 1605,Romance,7.1,150,600,Tarantino,Actor E,2021
1606,Movie 1606,Romance,6.9,100,150,Scorsese,Actor C,2021
1607,Movie 1607,Action,8.5,60,80,Rajamouli,Actor E,2021
1608,Movie 1608,Sci-Fi,5.3,,150,,,
1609,Movie 1609,Fantasy,4.3,,150,Tarantino,Actor E,2020
1610,Movie 1610,Comedy,7.8,10,20,Spielberg,Actor E,2021
1611,Movie 1611,Comedy,6.5,10,20,Nolan,Actor C,2019
1612,Movie 1612,Sci-Fi,5.7,60,,Rajamouli,Actor C,2019
1613,Movie 1613,Horror,5.6,,20,Rajamouli,Actor D,2017
1614,Movie 1614,Drama,5.9,100,600,Tarantino,Actor E,2018
,Movie 1615,Action,,60,,Spielberg,,2016
1616,Movie 1616,Horror,9.2,100,150,,,2021
1617,Movie 1617,Action,4.7,10,20,,,2022
1618,Movie 1618,Sci-Fi,4.5,30,80,Nolan,Actor A,2018
1619,Movie 1619,Sci-Fi,5,150,150,,Actor D,2018
1620,Movie 1620,Sci-Fi,8.5,150,300,Scorsese,Actor C,2021
1621,Movie 1621,Horror,6.2,100,600,Scorsese,Actor C,2016
1622,Movie 1622,Horror,3.9,30,80,Scorsese,Actor C,2022
1623,Movie 1623,Thriller,7.7,100,300,Spielberg,Actor A,2019
1624,Movie 1624,Drama,7.1,60,20,Scorsese,Actor E,2018
1625,Movie 1624,Romance,4.5,10,80,Spielberg,Actor C,
1626,Movie 1626,Sci-Fi,9.4,10,600,Spielberg,Actor B,2015
1627,Movie 1627,Horror,6.9,,20,Rajamouli,,
1628,Movie 1628,Sci-Fi,4.6,150,150,Cameron,Actor B,2020
1629,Movie 1629,Comedy,4.7,30,150,Cameron,Actor C,2016
1630,Movie 1630,Drama,5.7,30,80,Tarantino,Actor A,2022
1631,Movie 1631,Thriller,5.9,60,150,Tarantino,Actor A,2016
,Movie 1632,Thriller,9.1,,600,Tarantino,Actor D,2015
1633,Movie 1633,Sci-Fi,9.1,,,Tarantino,,2017
1634,Movie 1634,Comedy,,60,,Nolan,Actor D,2018
1635,Movie 1635,Fantasy,7.5,60,20,Cameron,,2017
1636,Movie 1636,Thriller,7.9,60,20,Scorsese,Actor C,2017
1637,Movie 1637,Drama,7,30,20,Spielberg,Actor D,2018
1638,Movie 1638,Action,7.4,10,,,Actor A,2022
1639,Movie 1639,Romance,8.4,100,300,,Actor A,2015
1640,Movie 1640,Action,4.1,30,300,Rajamouli,Actor A,2020
1641,Movie 1641,Horror,7.2,,600,Scorsese,Actor E,
1642,Movie 1642,Thriller,6.3,150,150,Cameron,Actor C,2017
1643,Movie 1643,Thriller,4.9,100,600,Nolan,Actor D,2018
1644,Movie 1644,Comedy,8,100,300,,Actor B,2021
1645,Movie 1645,Sci-Fi,6,60,600,Cameron,Actor B,2017
1646,Movie 1646,Sci-Fi,7.8,30,300,,Actor C,2021
1647,Movie 1647,Action,7.6,60,600,Cameron,Actor C,2016
1648,Movie 1648,Action,8.9,60,150,Spielberg,,
,Movie 1649,Action,3.8,10,600,Nolan,Actor E,2019
1650,Movie 1649,Sci-Fi,6.3,10,600,Tarantino,,2022
1651,Movie 1651,Drama,3.5,30,20,Nolan,,
1652,Movie 1652,Romance,5.4,60,600,Spielberg,Actor D,2015
1653,Movie 1653,Sci-Fi,,150,150,Rajamouli,Actor D,2017
1654,Movie 1654,Horror,4.2,30,150,Rajamouli,Actor E,2017
1655,Movie 1655,Fantasy,6.2,150,150,Cameron,Actor A,2017
1656,Movie 1656,Comedy,5.3,30,150,Scorsese,Actor E,2015
1657,Movie 1657,Thriller,5,100,150,Nolan,Actor B,2019
1658,Movie 1658,Action,4.2,100,150,Spielberg,Actor D,2019
1659,Movie 1659,Romance,7.7,60,,Nolan,Actor B,
1660,Movie 1660,Horror,6.8,150,20,,Actor A,2019
1661,Movie 1661,Comedy,9,150,150,Cameron,Actor A,2015
1662,Movie 1662,Thriller,7.2,10,20,Rajamouli,Actor B,2018
1663,Movie 1663,Romance,6.9,10,20,Cameron,Actor A,2022
1664,Movie 1664,Fantasy,7.9,100,20,Scorsese,,2018
1665,Movie 1665,Thriller,5,30,,Nolan,Actor B,2020
,Movie 1666,Comedy,4,30,20,Nolan,Actor C,
1667,Movie 1667,Action,3.9,150,300,Scorsese,Actor A,2020
1668,Movie 1668,Comedy,3.8,100,80,Rajamouli,Actor E,2020
1669,Movie 1669,Sci-Fi,6.2,,600,Tarantino,Actor E,2021
1670,Movie 1670,Thriller,9.2,30,80,Scorsese,Actor B,2018
1671,Movie 1671,Action,5.3,30,80,Cameron,Actor D,2021
1672,Movie 1672,Action,,,300,Nolan,Actor A,2022
1673,Movie 1673,Thriller,6,60,20,Rajamouli,Actor B,2018
1674,Movie 1674,Sci-Fi,6.8,30,600,Rajamouli,Actor D,
1675,Movie 1674,Drama,8,100,80,Spielberg,,2018
1676,Movie 1676,Action,6.5,10,20,,Actor A,2018
1677,Movie 1677,Romance,5.8,150,80,Spielberg,Actor D,2018
1678,Movie 1678,Sci-Fi,8.2,,80,Scorsese,Actor B,2015
1679,Movie 1679,Comedy,9.1,60,300,Cameron,Actor B,
1680,Movie 1680,Romance,7.4,100,300,Scorsese,Actor D,2022
1681,Movie 1681,Fantasy,9.2,60,20,Spielberg,Actor B,2019
1682,Movie 1682,Fantasy,7.2,60,,Cameron,,
,Movie 1683,Romance,8.3,60,600,Rajamouli,Actor E,2019
1684,Movie 1684,Comedy,8.5,30,150,Cameron,,2021
1685,Movie 1685,Drama,5.2,60,600,Tarantino,Actor D,2019
1686,Movie 1686,Romance,4.5,10,300,Cameron,Actor C,2018
1687,Movie 1687,Thriller,3.8,10,300,Nolan,Actor E,2019
1688,Movie 1688,Horror,5,30,300,Rajamouli,Actor D,2018
1689,Movie 1689,Horror,5,,20,,Actor B,2018
1690,Movie 1690,Comedy,8.7,100,300,Cameron,,2021
1691,Movie 1691,Thriller,,100,300,Spielberg,Actor B,
1692,Movie 1692,Romance,5.7,60,,Rajamouli,Actor A,2021
1693,Movie 1693,Thriller,7.1,150,,Scorsese,Actor C,2018
1694,Movie 1694,Fantasy,8.3,60,300,Cameron,Actor A,2015
1695,Movie 1695,Comedy,3.7,30,600,Nolan,Actor E,2021
1696,Movie 1696,Fantasy,5.6,150,150,Tarantino,Actor A,
1697,Movie 1697,Thriller,9,150,150,Rajamouli,Actor D,2020
1698,Movie 1698,Horror,6.3,150,20,Spielberg,,2017
1699,Movie 1699,Comedy,6,60,,Nolan,Actor A,
,Movie 1699,Horror,8.8,30,80,Scorsese,Actor C,2022
1701,Movie 1701,Fantasy,8.9,30,20,Spielberg,,2021
1702,Movie 1702,Action,4.8,10,,Scorsese,Actor D,2015
1703,Movie 1703,Comedy,5.5,10,600,Cameron,Actor E,2016
1704,Movie 1704,Comedy,9.2,10,600,Spielberg,Actor B,2018
1705,Movie 1705,Sci-Fi,5.5,,80,Rajamouli,,2021
1706,Movie 1706,Romance,6.4,30,80,Cameron,Actor E,2018
1707,Movie 1707,Comedy,5.8,30,,Nolan,Actor C,
1708,Movie 1708,Action,4,60,300,Tarantino,Actor C,2021
1709,Movie 1709,Thriller,7.3,,150,Nolan,Actor B,2022
1710,Movie 1710,Comedy,,,20,Tarantino,Actor D,2020
1711,Movie 1711,Action,7.1,10,600,,Actor D,
1712,Movie 1712,Sci-Fi,6.1,60,,Cameron,Actor B,2022
1713,Movie 1713,Horror,6.8,10,20,Cameron,,2019
1714,Movie 1714,Action,7.9,150,20,Nolan,Actor C,2021
1715,Movie 1715,Thriller,4.5,100,80,,Actor D,2019
1716,Movie 1716,Sci-Fi,7.6,10,20,Nolan,Actor A,2022
,Movie 1717,Comedy,7.3,60,600,Rajamouli,Actor E,
1718,Movie 1718,Sci-Fi,4.8,10,,Nolan,Actor C,2020
1719,Movie 1719,Fantasy,7.8,10,,Nolan,Actor B,2018
1720,Movie 1720,Fantasy,8.5,10,150,Spielberg,Actor A,2016
1721,Movie 1721,Comedy,9,10,20,Tarantino,Actor E,2016
1722,Movie 1722,Comedy,4.5,10,600,Spielberg,Actor C,2018
1723,Movie 1723,Fantasy,6.9,150,150,Rajamouli,Actor E,2019
1724,Movie 1724,Drama,8.6,30,600,Tarantino,Actor B,2021
1725,Movie 1724,Action,8.1,150,80,Rajamouli,Actor A,2018
1726,Movie 1726,Horror,9.2,60,20,,Actor C,2019
1727,Movie 1727,Sci-Fi,9.2,30,,Scorsese,Actor C,2021
1728,Movie 1728,Romance,6.9,,,Rajamouli,Actor A,2020
1729,Movie 1729,Action,,100,300,,Actor C,2022
1730,Movie 1730,Drama,3.5,100,20,Rajamouli,,2018
1731,Movie 1731,Drama,6.5,,300,Spielberg,Actor C,2015
1732,Movie 1732,Fantasy,5.5,30,80,Nolan,Actor C,2017
1733,Movie 1733,Action,4.1,,600,Cameron,Actor A,2022
,Movie 1734,Comedy,6.7,10,20,Nolan,Actor A,2015
1735,Movie 1735,Comedy,5.1,,600,Scorsese,Actor E,2016
1736,Movie 1736,Horror,9.2,150,,Rajamouli,Actor C,2018
1737,Movie 1737,Comedy,6.4,150,150,Spielberg,Actor C,2015
1738,Movie 1738,Horror,5.3,10,,Scorsese,,2015
1739,Movie 1739,Sci-Fi,4,150,20,Spielberg,Actor C,2021
1740,Movie 1740,Thriller,6.5,,20,Tarantino,Actor D,
1741,Movie 1741,Action,9.4,60,150,Nolan,Actor C,2018
1742,Movie 1742,Sci-Fi,6.9,60,600,Scorsese,Actor C,2019
1743,Movie 1743,Romance,5.1,60,300,Spielberg,Actor E,2020
1744,Movie 1744,Romance,8.7,100,,Scorsese,Actor D,2015
1745,Movie 1745,Fantasy,4.3,60,300,Nolan,Actor C,2020
1746,Movie 1746,Drama,5.8,150,20,Nolan,,2018
1747,Movie 1747,Drama,8.9,10,,Scorsese,Actor C,
1748,Movie 1748,Comedy,,10,80,,Actor C,2021
1749,Movie 1749,Sci-Fi,5.7,100,20,Spielberg,Actor B,2021
1750,Movie 1749,Fantasy,3.9,150,150,Rajamouli,Actor E,2020
,Movie 1751,Horror,5.5,,20,Scorsese,Actor E,2021
1752,Movie 1752,Fantasy,6.9,,,Scorsese,Actor C,
1753,Movie 1753,Horror,9.2,,,Cameron,Actor C,2019
1754,Movie 1754,Action,5.7,10,300,,,2016
1755,Movie 1755,Fantasy,6.6,100,150,Rajamouli,Actor E,2016
1756,Movie 1756,Comedy,8.2,60,300,Spielberg,Actor B,2017
1757,Movie 1757,Drama,7.3,100,300,Tarantino,Actor E,2016
1758,Movie 1758,Sci-Fi,7.1,30,,Nolan,Actor C,2017
1759,Movie 1759,Action,4.5,10,,Nolan,Actor E,2021
1760,Movie 1760,Comedy,9.2,30,,,Actor E,2015
1761,Movie 1761,Comedy,8.4,30,600,Rajamouli,Actor C,2018
1762,Movie 1762,Thriller,3.8,10,150,Nolan,Actor B,2015
1763,Movie 1763,Sci-Fi,7.9,30,,,Actor E,2020
1764,Movie 1764,Drama,7.5,60,,Scorsese,Actor A,2015
1765,Movie 1765,Comedy,4.9,10,80,Spielberg,Actor C,
1766,Movie 1766,Horror,4.6,,,,Actor C,2015
1767,Movie 1767,Action,,150,80,Nolan,,2017
,Movie 1768,Fantasy,4.4,150,,Scorsese,,2017
1769,Movie 1769,Thriller,4.5,150,,Tarantino,Actor B,2022
1770,Movie 1770,Horror,6.1,60,300,,Actor C,2020
1771,Movie 1771,Drama,8.8,10,80,Nolan,Actor E,2021
1772,Movie 1772,Thriller,6.5,30,600,Rajamouli,Actor C,2021
1773,Movie 1773,Action,6.7,30,300,Scorsese,Actor A,
1774,Movie 1774,Thriller,5,,600,Scorsese,Actor D,2016
1775,Movie 1774,Comedy,6.3,30,20,Spielberg,Actor E,2017
1776,Movie 1776,Action,5.8,150,20,,,2021
1777,Movie 1777,Fantasy,5.6,10,,Nolan,Actor E,2019
1778,Movie 1778,Romance,7.9,,20,Spielberg,Actor D,2015
1779,Movie 1779,Comedy,5.7,30,600,Scorsese,Actor A,2018
1780,Movie 1780,Romance,6,,150,,Actor C,2020
1781,Movie 1781,Drama,5.7,100,80,Rajamouli,Actor C,2017
1782,Movie 1782,Fantasy,5,30,150,Tarantino,Actor D,2019
1783,Movie 1783,Action,4.6,150,80,Cameron,,2020
1784,Movie 1784,Horror,7.7,10,,,Actor D,2017
,Movie 1785,Thriller,6.2,,600,Cameron,,2018
1786,Movie 1786,Thriller,,60,150,Cameron,,2015
1787,Movie 1787,Fantasy,3.9,30,600,Spielberg,,2015
1788,Movie 1788,Sci-Fi,9.4,60,300,Rajamouli,Actor C,2020
1789,Movie 1789,Horror,7.2,60,300,Cameron,Actor E,2018
1790,Movie 1790,Horror,6.5,,80,Spielberg,Actor E,2019
1791,Movie 1791,Thriller,4.6,150,600,Nolan,Actor E,2017
1792,Movie 1792,Sci-Fi,7.9,30,150,Rajamouli,,
1793,Movie 1793,Romance,6.2,30,,Scorsese,,2017
1794,Movie 1794,Sci-Fi,6.1,10,600,Cameron,Actor B,2019
1795,Movie 1795,Romance,4.3,,150,,,
1796,Movie 1796,Action,8.9,30,80,Cameron,Actor A,2018
1797,Movie 1797,Horror,4.3,60,,Cameron,Actor E,2021
1798,Movie 1798,Comedy,3.7,100,20,Nolan,Actor B,2017
1799,Movie 1799,Romance,7.9,30,20,Nolan,Actor A,2015
1800,Movie 1799,Comedy,5.4,100,150,Rajamouli,Actor D,2020
1801,Movie 1801,Action,3.9,30,20,Scorsese,Actor E,2021
,Movie 1802,Thriller,9.2,150,150,Nolan,Actor A,2021
1803,Movie 1803,Sci-Fi,8.6,30,20,,Actor D,
1804,Movie 1804,Fantasy,5.4,150,80,Tarantino,,2015
1805,Movie 1805,Thriller,,,20,Cameron,Actor E,2021
1806,Movie 1806,Thriller,9,10,300,Rajamouli,Actor A,2018
1807,Movie 1807,Fantasy,7.8,,20,Spielberg,Actor D,2016
1808,Movie 1808,Horror,8.3,100,80,Spielberg,Actor B,2016
1809,Movie 1809,Sci-Fi,5.7,30,600,Scorsese,,
1810,Movie 1810,Fantasy,5.9,100,150,Rajamouli,Actor C,2015
1811,Movie 1811,Thriller,7.4,10,80,,Actor B,2015
1812,Movie 1812,Romance,6.5,100,300,Cameron,Actor E,2022
1813,Movie 1813,Romance,3.5,,20,Scorsese,,2015
1814,Movie 1814,Drama,8.4,,150,Scorsese,,2016
1815,Movie 1815,Fantasy,5.1,150,600,Rajamouli,Actor C,2021
1816,Movie 1816,Sci-Fi,6.3,10,150,Spielberg,Actor C,2022
1817,Movie 1817,Horror,6.9,10,20,,Actor D,2022
1818,Movie 1818,Drama,5.3,60,,Scorsese,Actor E,2016
,Movie 1819,Drama,9.4,150,150,Scorsese,,2016
1820,Movie 1820,Fantasy,4.2,30,600,Cameron,Actor E,2020
1821,Movie 1821,Action,7.8,150,600,Cameron,Actor D,2016
1822,Movie 1822,Fantasy,9.5,60,20,Scorsese,Actor C,2018
1823,Movie 1823,Action,7.3,100,20,Scorsese,Actor C,2019
1824,Movie 1824,Comedy,,,300,Nolan,Actor D,2020
1825,Movie 1824,Fantasy,8.2,30,,Nolan,Actor D,2017
1826,Movie 1826,Drama,7,150,150,Rajamouli,Actor E,2021
1827,Movie 1827,Horror,7.9,10,80,,,2019
1828,Movie 1828,Thriller,4.6,,300,Scorsese,,2021
1829,Movie 1829,Fantasy,7.8,100,,Scorsese,Actor C,2017
1830,Movie 1830,Fantasy,5.9,30,80,Rajamouli,,2016
1831,Movie 1831,Sci-Fi,5.8,60,20,Spielberg,Actor A,2021
1832,Movie 1832,Thriller,5.5,30,150,Cameron,Actor D,2019
1833,Movie 1833,Horror,5.8,30,600,Scorsese,Actor D,2015
1834,Movie 1834,Fantasy,8.6,10,,Cameron,Actor A,2021
1835,Movie 1835,Romance,9.3,,,Nolan,Actor B,2016
,Movie 1836,Comedy,4.7,100,150,Cameron,Actor D,2015
1837,Movie 1837,Horror,4.5,60,300,Spielberg,Actor E,2019
1838,Movie 1838,Horror,3.8,150,300,Cameron,Actor D,2019
1839,Movie 1839,Sci-Fi,6.5,60,,Spielberg,Actor B,2020
1840,Movie 1840,Romance,9.3,150,20,Tarantino,Actor B,2016
1841,Movie 1841,Horror,4.8,30,20,Cameron,Actor C,2018
1842,Movie 1842,Horror,9.3,100,20,Nolan,Actor E,
1843,Movie 1843,Thriller,,30,600,Cameron,Actor C,2017
1844,Movie 1844,Sci-Fi,3.6,100,300,Rajamouli,Actor D,2015
1845,Movie 1845,Sci-Fi,8.1,100,300,Nolan,,2020
1846,Movie 1846,Fantasy,4.2,60,300,Tarantino,Actor C,2015
1847,Movie 1847,Horror,5.2,30,300,Cameron,Actor E,2017
1848,Movie 1848,Thriller,7.1,30,300,Cameron,,2022
1849,Movie 1849,Fantasy,6.4,,300,Rajamouli,Actor B,2015
1850,Movie 1849,Action,4.3,30,20,Tarantino,,2019
1851,Movie 1851,Romance,3.9,10,,Scorsese,Actor B,2022
1852,Movie 1852,Romance,7.2,,300,Spielberg,Actor E,2018
,Movie 1853,Fantasy,6.6,30,80,Nolan,,
1854,Movie 1854,Romance,9.2,60,20,Tarantino,Actor D,2016
1855,Movie 1855,Comedy,4.9,100,20,Tarantino,Actor D,2017
1856,Movie 1856,Thriller,7.4,60,,,Actor C,2016
1857,Movie 1857,Drama,5.6,60,600,,Actor C,2018
1858,Movie 1858,Drama,6.1,150,150,Tarantino,Actor A,2018
1859,Movie 1859,Drama,9,100,,Spielberg,Actor B,2017
1860,Movie 1860,Comedy,7.2,,150,Nolan,Actor A,2021
1861,Movie 1861,Comedy,3.7,10,20,Scorsese,Actor B,2015
1862,Movie 1862,Drama,,60,150,Tarantino,,2022
1863,Movie 1863,Action,6.6,60,20,Cameron,,2018
1864,Movie 1864,Romance,6.7,100,600,,Actor E,2017
1865,Movie 1865,Sci-Fi,7,10,150,Spielberg,Actor C,2020
1866,Movie 1866,Horror,5.2,10,80,Scorsese,Actor C,2016
1867,Movie 1867,Action,8.9,10,80,Scorsese,Actor D,
1868,Movie 1868,Romance,6.8,10,600,Tarantino,Actor C,2017
1869,Movie 1869,Comedy,5,10,600,Spielberg,Actor C,2022
,Movie 1870,Thriller,4.1,,20,Rajamouli,Actor A,2016
1871,Movie 1871,Comedy,8.1,100,600,Scorsese,Actor C,2016
1872,Movie 1872,Comedy,5,100,,Cameron,Actor A,2018
1873,Movie 1873,Comedy,9.1,60,20,Tarantino,Actor D,2021
1874,Movie 1874,Sci-Fi,6.8,150,150,Rajamouli,Actor C,2021
1875,Movie 1874,Romance,5.5,100,,Spielberg,,2015
1876,Movie 1876,Fantasy,4.3,60,600,Cameron,Actor E,2016
1877,Movie 1877,Horror,3.9,60,,Tarantino,Actor C,2018
1878,Movie 1878,Drama,5.3,100,150,Scorsese,,2022
1879,Movie 1879,Horror,7.6,10,80,Nolan,Actor D,2022
1880,Movie 1880,Thriller,6.7,,80,Tarantino,Actor E,
1881,Movie 1881,Drama,,30,80,Scorsese,Actor C,2015
1882,Movie 1882,Romance,8.4,60,600,Scorsese,Actor B,2021
